1.951000	1.951000	B
2.409000	2.409000	B
2.426000	2.426000	B
2.447000	2.447000	B
2.469000	2.469000	B
2.494000	2.494000	B
2.517000	2.517000	B
2.539000	2.539000	B
2.746000	2.746000	B
2.843000	2.843000	B
2.852000	2.852000	B
2.932000	2.932000	B
2.959000	2.959000	B
2.980000	2.980000	B
3.162000	3.162000	B
3.184000	3.184000	B
3.205000	3.205000	B
3.306000	3.306000	B
3.316000	3.316000	B
3.415000	3.415000	B
3.438000	3.438000	B
3.459000	3.459000	B
3.483000	3.483000	B
3.668000	3.668000	B
3.777000	3.777000	B
4.224000	4.224000	B
4.295000	4.295000	B
4.317000	4.317000	B
4.365000	4.365000	B
4.702000	4.702000	B
4.716000	4.716000	B
4.757000	4.757000	B
5.163000	5.163000	B
5.220000	5.220000	B
49.919000	49.919000	B
49.929000	49.929000	B
49.987000	49.987000	B
50.010000	50.010000	B
50.102000	50.102000	B
50.285000	50.285000	B
50.305000	50.305000	B
50.378000	50.378000	B
50.447000	50.447000	B
50.469000	50.469000	B
50.496000	50.496000	B
50.517000	50.517000	B
50.541000	50.541000	B
50.563000	50.563000	B
50.840000	50.840000	B
50.931000	50.931000	B
50.960000	50.960000	B
50.982000	50.982000	B
51.027000	51.027000	B
51.088000	51.088000	B
51.206000	51.206000	B
51.302000	51.302000	B
51.370000	51.370000	B
51.391000	51.391000	B
51.416000	51.416000	B
51.439000	51.439000	B
51.461000	51.461000	B
51.484000	51.484000	B
51.669000	51.669000	B
51.752000	51.752000	B
51.853000	51.853000	B
51.879000	51.879000	B
51.899000	51.899000	B
51.922000	51.922000	B
51.946000	51.946000	B
52.060000	52.060000	B
52.081000	52.081000	B
52.103000	52.103000	B
52.125000	52.125000	B
52.149000	52.149000	B
52.215000	52.215000	B
52.315000	52.315000	B
52.341000	52.341000	B
52.363000	52.363000	B
52.384000	52.384000	B
52.406000	52.406000	B
52.525000	52.525000	B
52.545000	52.545000	B
52.566000	52.566000	B
52.587000	52.587000	B
52.610000	52.610000	B
52.678000	52.678000	B
52.800000	52.800000	B
52.823000	52.823000	B
