27.563000	27.563000	B
27.700000	27.700000	B
29.654000	29.654000	B
29.666000	29.666000	B
31.594000	31.594000	B
31.599000	31.599000	B
33.619000	33.619000	B
33.684000	33.684000	B
33.895000	33.895000	B
34.383000	34.383000	B
34.395000	34.395000	B
34.452000	34.452000	B
34.903000	34.903000	B
34.918000	34.918000	B
35.123000	35.123000	B
35.129000	35.129000	B
35.409000	35.409000	B
35.463000	35.463000	B
35.636000	35.636000	B
35.899000	35.899000	B
35.925000	35.925000	B
36.399000	36.399000	B
36.463000	36.463000	B
36.479000	36.479000	B
36.645000	36.645000	B
37.151000	37.151000	B
37.408000	37.408000	B
37.718000	37.718000	B
37.734000	37.734000	B
37.925000	37.925000	B
38.157000	38.157000	B
38.430000	38.430000	B
38.937000	38.937000	B
38.951000	38.951000	B
39.441000	39.441000	B
39.455000	39.455000	B
39.495000	39.495000	B
39.945000	39.945000	B
40.164000	40.164000	B
40.172000	40.172000	B
40.434000	40.434000	B
40.499000	40.499000	B
40.667000	40.667000	B
40.675000	40.675000	B
41.752000	41.752000	B
41.768000	41.768000	B
41.960000	41.960000	B
42.017000	42.017000	B
42.449000	42.449000	B
42.518000	42.518000	B
42.694000	42.694000	B
42.967000	42.967000	B
43.024000	43.024000	B
43.474000	43.474000	B
43.527000	43.527000	B
46.497000	46.497000	B
46.516000	46.516000	B
46.551000	46.551000	B
47.005000	47.005000	B
47.220000	47.220000	B
47.476000	47.476000	B
47.506000	47.506000	B
47.563000	47.563000	B
47.728000	47.728000	B
47.735000	47.735000	B
47.998000	47.998000	B
48.240000	48.240000	B
48.503000	48.503000	B
48.515000	48.515000	B
48.566000	48.566000	B
48.745000	48.745000	B
48.960000	48.960000	B
49.481000	49.481000	B
49.518000	49.518000	B
49.532000	49.532000	B
49.571000	49.571000	B
49.804000	49.804000	B
49.817000	49.817000	B
49.838000	49.838000	B
50.026000	50.026000	B
50.084000	50.084000	B
50.517000	50.517000	B
50.529000	50.529000	B
50.587000	50.587000	B
51.540000	51.540000	B
51.554000	51.554000	B
51.771000	51.771000	B
52.780000	52.780000	B
53.285000	53.285000	B
53.853000	53.853000	B
53.869000	53.869000	B
54.061000	54.061000	B
54.115000	54.115000	B
54.551000	54.551000	B
55.070000	55.070000	B
55.084000	55.084000	B
55.574000	55.574000	B
56.066000	56.066000	B
56.095000	56.095000	B
56.296000	56.296000	B
58.098000	58.098000	B
58.149000	58.149000	B
58.326000	58.326000	B
58.598000	58.598000	B
58.829000	58.829000	B
59.105000	59.105000	B
59.119000	59.119000	B
59.159000	59.159000	B
59.606000	59.606000	B
59.645000	59.645000	B
59.661000	59.661000	B
60.112000	60.112000	B
61.613000	61.613000	B
61.938000	61.938000	B
62.635000	62.635000	B
62.852000	62.852000	B
63.140000	63.140000	B
63.153000	63.153000	B
63.191000	63.191000	B
63.357000	63.357000	B
63.642000	63.642000	B
63.657000	63.657000	B
63.872000	63.872000	B
64.134000	64.134000	B
64.160000	64.160000	B
64.376000	64.376000	B
64.636000	64.636000	B
64.880000	64.880000	B
65.093000	65.093000	B
65.619000	65.619000	B
65.707000	65.707000	B
73.928000	73.928000	B
73.940000	73.940000	B
74.021000	74.021000	B
76.587000	76.587000	B
77.094000	77.094000	B
77.111000	77.111000	B
78.055000	78.055000	B
78.071000	78.071000	B
80.497000	80.497000	B
80.623000	80.623000	B
81.128000	81.128000	B
81.521000	81.521000	B
81.629000	81.629000	B
81.910000	81.910000	B
81.923000	81.923000	B
82.090000	82.090000	B
82.106000	82.106000	B
84.658000	84.658000	B
84.673000	84.673000	B
85.666000	85.666000	B
85.681000	85.681000	B
93.733000	93.733000	B
96.272000	96.272000	B
96.619000	96.619000	B
96.756000	96.756000	B
97.137000	97.137000	B
100.791000	100.791000	B
100.806000	100.806000	B
103.821000	103.821000	B
103.835000	103.835000	B
104.703000	104.703000	B
105.428000	105.428000	B
105.443000	105.443000	B
105.693000	105.693000	B
105.852000	105.852000	B
105.933000	105.933000	B
105.946000	105.946000	B
105.963000	105.963000	B
107.054000	107.054000	B
108.241000	108.241000	B
108.821000	108.821000	B
110.309000	110.309000	B
110.321000	110.321000	B
110.357000	110.357000	B
114.290000	114.290000	B
115.069000	115.069000	B
115.804000	115.804000	B
116.081000	116.081000	B
116.094000	116.094000	B
116.585000	116.585000	B
116.814000	116.814000	B
118.082000	118.082000	B
118.327000	118.327000	B
118.391000	118.391000	B
118.406000	118.406000	B
118.597000	118.597000	B
118.653000	118.653000	B
119.092000	119.092000	B
119.101000	119.101000	B
119.158000	119.158000	B
119.608000	119.608000	B
120.618000	120.618000	B
122.424000	122.424000	B
122.439000	122.439000	B
122.632000	122.632000	B
123.136000	123.136000	B
123.367000	123.367000	B
123.642000	123.642000	B
123.657000	123.657000	B
124.145000	124.145000	B
124.183000	124.183000	B
127.171000	127.171000	B
127.226000	127.226000	B
127.392000	127.392000	B
127.676000	127.676000	B
127.693000	127.693000	B
128.180000	128.180000	B
128.194000	128.194000	B
128.408000	128.408000	B
128.671000	128.671000	B
128.698000	128.698000	B
129.173000	129.173000	B
129.235000	129.235000	B
129.416000	129.416000	B
129.628000	129.628000	B
130.161000	130.161000	B
130.192000	130.192000	B
130.245000	130.245000	B
130.476000	130.476000	B
130.490000	130.490000	B
130.508000	130.508000	B
130.701000	130.701000	B
131.203000	131.203000	B
131.438000	131.438000	B
131.712000	131.712000	B
132.216000	132.216000	B
132.230000	132.230000	B
132.950000	132.950000	B
134.526000	134.526000	B
134.542000	134.542000	B
134.732000	134.732000	B
135.223000	135.223000	B
135.234000	135.234000	B
135.278000	135.278000	B
135.290000	135.290000	B
136.250000	136.250000	B
136.262000	136.262000	B
136.301000	136.301000	B
136.752000	136.752000	B
137.485000	137.485000	B
138.560000	138.560000	B
138.577000	138.577000	B
139.270000	139.270000	B
139.325000	139.325000	B
139.776000	139.776000	B
139.793000	139.793000	B
140.246000	140.246000	B
140.278000	140.278000	B
140.319000	140.319000	B
140.333000	140.333000	B
140.786000	140.786000	B
141.338000	141.338000	B
143.292000	143.292000	B
143.303000	143.303000	B
143.342000	143.342000	B
143.357000	143.357000	B
143.811000	143.811000	B
143.824000	143.824000	B
144.030000	144.030000	B
144.314000	144.314000	B
144.328000	144.328000	B
144.352000	144.352000	B
144.369000	144.369000	B
145.050000	145.050000	B
145.308000	145.308000	B
145.339000	145.339000	B
145.372000	145.372000	B
145.763000	145.763000	B
146.290000	146.290000	B
146.378000	146.378000	B
154.601000	154.601000	B
154.613000	154.613000	B
154.693000	154.693000	B
157.264000	157.264000	B
157.279000	157.279000	B
158.287000	158.287000	B
158.729000	158.729000	B
158.744000	158.744000	B
160.733000	160.733000	B
161.174000	161.174000	B
161.180000	161.180000	B
161.299000	161.299000	B
161.312000	161.312000	B
161.800000	161.800000	B
162.306000	162.306000	B
164.827000	164.827000	B
164.843000	164.843000	B
165.328000	165.328000	B
165.835000	165.835000	B
165.850000	165.850000	B
168.840000	168.840000	B
168.856000	168.856000	B
168.873000	168.873000	B
169.237000	169.237000	B
173.415000	173.415000	B
173.920000	173.920000	B
176.804000	176.804000	B
176.866000	176.866000	B
176.943000	176.943000	B
177.308000	177.308000	B
177.315000	177.315000	B
177.433000	177.433000	B
177.446000	177.446000	B
184.976000	184.976000	B
184.991000	184.991000	B
185.009000	185.009000	B
185.758000	185.758000	B
186.264000	186.264000	B
186.524000	186.524000	B
186.983000	186.983000	B
187.392000	187.392000	B
187.894000	187.894000	B
187.903000	187.903000	B
188.411000	188.411000	B
189.921000	189.921000	B
190.037000	190.037000	B
190.995000	190.995000	B
191.011000	191.011000	B
191.565000	191.565000	B
191.939000	191.939000	B
191.949000	191.949000	B
195.972000	195.972000	B
196.974000	196.974000	B
196.978000	196.978000	B
198.999000	198.999000	B
199.063000	199.063000	B
199.995000	199.995000	B
200.003000	200.003000	B
251.426000	251.426000	B
251.518000	251.518000	B
254.067000	254.067000	B
254.084000	254.084000	B
258.480000	258.480000	B
259.503000	259.503000	B
259.569000	259.569000	B
262.138000	262.138000	B
262.152000	262.152000	B
262.642000	262.642000	B
277.651000	277.651000	B
281.729000	281.729000	B
281.741000	281.741000	B
281.917000	281.917000	B
282.179000	282.179000	B
282.686000	282.686000	B
282.827000	282.827000	B
283.175000	283.175000	B
